sample_id,phase,worker,train_index,target_type_inferred,target_digest_recorded,entered_recovery,not_enter_reason_inferred,recovery_subgraph_size,num_recovery_sources_recorded,num_branches_generated,num_branches_strict_improve_checkpoint_inferred,num_branches_strict_improve_anchor_inferred,stop_reason_inferred,selection_reason,selection_decision,selected_is_repair_branch,selected_visible_tests,anchor_visible_tests,recording_note
mbpp:461,phase2,0,23,anchor_or_checkpoint,,True,,4.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,1/3,1/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:958,phase2,0,24,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:210,phase2,0,25,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:83,phase2,0,26,,,False,verified_class_override_before_recovery,0.0,,0,0,,,v4_4_code_override_verified_class,use_stage2_protocol,False,3/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:468,phase2,0,27,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:794,phase2,0,28,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:308,phase2,0,29,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:55,phase2,0,30,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:72,phase2,0,31,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:560,phase2,0,32,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:907,phase2,0,33,anchor_or_checkpoint,,True,,5.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:721,phase2,0,34,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:621,phase2,0,35,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:618,phase2,0,36,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:952,phase2,0,37,anchor_or_checkpoint,,True,,5.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,2/3,2/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:234,phase2,0,38,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:622,phase2,0,39,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:75,phase2,0,40,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:188,phase2,0,41,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:160,phase2,0,42,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:516,phase2,0,43,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:194,phase2,0,44,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:690,phase2,0,45,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:105,phase2,0,46,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:540,phase2,0,47,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:39,phase2,0,48,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:841,phase2,0,49,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:52,phase2,1,0,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:791,phase2,1,1,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:698,phase2,1,2,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:874,phase2,1,3,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:469,phase2,1,4,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:174,phase2,1,5,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:833,phase2,1,6,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:669,phase2,1,7,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:735,phase2,1,8,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:323,phase2,1,9,anchor_or_checkpoint,,True,,4.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:74,phase2,1,10,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:167,phase2,1,11,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:489,phase2,1,12,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:972,phase2,1,13,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:550,phase2,1,14,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:22,phase2,1,15,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:302,phase2,1,16,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:527,phase2,1,17,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:706,phase2,1,18,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:149,phase2,1,19,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:796,phase2,1,20,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:902,phase2,1,21,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:138,phase2,1,22,anchor_or_checkpoint,,True,,7.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,2/3,2/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:526,phase2,1,23,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:953,phase2,1,24,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:88,phase2,1,25,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:497,phase2,1,26,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:577,phase2,1,27,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:29,phase2,1,28,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:764,phase2,1,29,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:225,phase2,1,30,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:363,phase2,1,31,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:305,phase2,1,32,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:477,phase2,1,33,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:454,phase2,1,34,anchor_or_checkpoint,,True,,7.0,,2,1,,fully_pass,v4_4_code_reinsert_recollapse,use_stage2_protocol,True,3/3,2/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:645,phase2,1,35,anchor_or_checkpoint,,True,,5.0,,2,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:46,phase2,1,36,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:270,phase2,1,37,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:118,phase2,1,38,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:106,phase2,1,39,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:853,phase2,1,40,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:673,phase2,1,41,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:322,phase2,1,42,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:362,phase2,1,43,anchor_or_checkpoint,,True,,7.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,2/3,2/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:668,phase2,1,44,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:653,phase2,1,45,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:249,phase2,1,46,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:576,phase2,1,47,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:285,phase2,1,48,anchor_or_checkpoint,,True,,4.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,2/3,2/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:405,phase2,1,49,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:506,phase2,1,50,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:480,phase2,1,51,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:722,phase2,1,52,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:474,phase2,1,53,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:130,phase2,1,54,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:185,phase2,1,55,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:498,phase2,1,56,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:85,phase2,1,57,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
